"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21ur-12280",0.0330813400050765,0,6.05106716782673,0,1,NA
"21ur-10435",0,NA,NA,NA,NA,NA
"21ur-9844",0,NA,NA,NA,NA,NA
"21ur-9554",0.0440170410061575,0,6.05106716782673,0,1,NA
"21ur-5996",0,NA,NA,NA,NA,NA
"21ur-12296",0,NA,NA,NA,NA,NA
"21ur-14005",0.132675950844931,-1.90356022511121,6.02733793566738,-0.315821054904969,0.75213833593825,NA
"21ur-5560",0,NA,NA,NA,NA,NA
"21ur-8564",0,NA,NA,NA,NA,NA
"21ur-10447",2.88992537008795,-0.306759506928131,1.42475535342184,-0.215306793683129,0.829528133243839,NA
"21ur-11528",0,NA,NA,NA,NA,NA
"21ur-9221",0,NA,NA,NA,NA,NA
"21ur-13484",0,NA,NA,NA,NA,NA
"21ur-9018",0.0694722899929489,1.37566983218833,6.02647530971691,0.228271047584023,0.819435531080821,NA
"21ur-8220",0,NA,NA,NA,NA,NA
"21ur-14404",0,NA,NA,NA,NA,NA
"21ur-13218",0.153868170740938,-0.139970862895759,6.04514227098518,-0.0231542710859885,0.98152721520432,NA
"21ur-6227",0,NA,NA,NA,NA,NA
"21ur-13364",0,NA,NA,NA,NA,NA
"21ur-13015",0,NA,NA,NA,NA,NA
"21ur-14531",0,NA,NA,NA,NA,NA
"21ur-6338",0,NA,NA,NA,NA,NA
"21ur-12838",0,NA,NA,NA,NA,NA
"21ur-14738",0,NA,NA,NA,NA,NA
"21ur-11838",0,NA,NA,NA,NA,NA
"21ur-14979",0,NA,NA,NA,NA,NA
"21ur-7301",0,NA,NA,NA,NA,NA
"21ur-6983",0,NA,NA,NA,NA,NA
"21ur-7807",0,NA,NA,NA,NA,NA
"21ur-14009",0,NA,NA,NA,NA,NA
"21ur-12943",0,NA,NA,NA,NA,NA
"21ur-13333",0,NA,NA,NA,NA,NA
"21ur-8297",0.140731026278389,1.83684689917442,6.01043145976756,0.305609823765539,0.759901739852525,NA
"21ur-11319",0,NA,NA,NA,NA,NA
"21ur-15497",0.0713174841337714,0,6.05106716782673,0,1,NA
